B,CostC_S60000
0,126793.9725
1,138994.5
2,143514.9
3,159878.3
4,180087.1
5,202001.65
6,224542.25
7,247545.35
8,270821.25
9,294086.45
10,317432.3
11,340851.55
12,365269.6
13,387998.98875
14,411959.83875
15,434941.01
