B,CostC_S39321
1,20447.855
2,20023.3
3,20412.975
4,20934.24
5,21387.995
6,21820.303
7,22165.258
8,22494.733
9,22749.215
10,23025.2475
11,23211.96
12,23345.4745
13,23572.64
14,23648.0925
15,23792.01
