B,CostC_S40000
1,21699.7
2,21351.02
3,21843.92
4,22510.635
5,23082.893
6,23587.26
7,23979.5475
8,24390.6975
9,24723.8645
10,24975.5605
11,25249.245
12,25432.2025
13,25653.20125
14,25826.66
15,25997.5875
