1000,3.57,0,3.57
2000,14.3425,0,14.3425
5000,96.925,0,96.925
10000,433.185,0,433.185
15000,1106.88,0.015,1106.89
20000,2298.18,0.335,2298.51
30000,7670.06,21.4475,7691.51
32768,10542.1,53.095,10595.2
35000,13592.6,100.418,13693
40000,24391.3,368.858,24760.1
45000,46006.4,1173.66,47180
49152,60374.5,1996.55,62371.1
50000,93073.6,3498.65,96572.3
55000,178484,8948.63,187433
60000,291640,17323.4,308964
65530,1010080,76842,1086920
65536,1226370,96475.2,1322850
