1000,3.5225,0,3.5225
2000,14.4025,0,14.4025
5000,95.345,0,95.345
10000,432.317,0,432.317
15000,1109.32,0.0025,1109.32
20000,2303.11,0.1075,2303.21
30000,7712.87,11.29,7724.16
32768,10598.7,31.455,10630.2
35000,13740.4,64.0625,13804.5
40000,25077.4,272.495,25349.9
45000,48560.9,964.758,49525.7
49152,90501,2597.63,93098.6
50000,103534,3173.45,106707
55000,207243,8703.44,215947
60000,338963,17132.6,356096
65530,1106860,70246.2,1177110
65536,1353030,89173.7,1442210
