S,Linear_Probes_B0,Random_Probes_B0,Total_Probes_B0
1000,0,3.475,3.475
2000,0,13.9925,13.9925
5000,0,93.87,93.87
10000,0,409.19,409.19
15000,0,1010.78,1010.78
20000,0,1988.58,1988.58
30000,0,5568.51,5568.51
32768,0,7106.45,7106.45
35000,0,8587.9,8587.9
40000,0,12920.7,12920.7
45000,0,19278,19278
49152,0,27060.1,27060.1
50000,0,29033.4,29033.4
55000,0,45919.9,45919.9
60000,0,84578.1,84578.1
65530,0,3723610,3723610
65536,0,3931420,3931420
