B,CostU_S20000
0,4483.285
1,6472.42
2,4419.215
3,4433.0875
4,4184.1475
5,4171.2
6,4120.5375
7,4124.0725
8,4114.675
9,4123.26
10,4116.6
11,4117.6025
12,4120.605
13,4108.04
14,4109.28
15,4107.705
