B,CostC_S35000
0,17196.455
1,15037.41
2,12163.22
3,13515.21
4,13471.486
5,13515.78
6,13565.91
7,13660.1
8,13691.466
9,13744.914
10,13825.01
11,13806.345
12,13847.16
13,13924.8125
14,13925.035
15,13948.7
