B,CostC_S39321
0,18115.4625
1,22503.74
2,21219.9
3,21214.7
4,21514.02
5,21825.96
6,22163.404
7,22440.044
8,22720.244
9,22935.72
10,23181.93
11,23344.38
12,23458.066
13,23670.3375
14,23732.4175
15,23864.78
