B,CostC_S60000
0,169058.63
1,156333.2
2,156040.2
3,170640.4
4,190010.8
5,211465.2
6,233716
7,256520.8
8,279660
9,302827.6
10,326098.4
11,349455.4
12,373848.8
13,396532.5025
14,420472.0325
15,443416.43
