B,CostC_S40000
0,25846.02
1,23900.4
2,22649.86
3,22726.16
4,23157.88
5,23578.324
6,23979.08
7,24296.03
8,24652.83
9,24941.386
10,25159.414
11,25406.96
12,25567.37
13,25771.7175
14,25929.5175
15,26087.8325
