B,CostC_S32768
0,14194.06
1,12103.99
2,10940.06
3,10631.48
4,10560.24
5,10529.89
6,10561.13
7,10600.476
8,10583.44
9,10635.55
10,10662.575
11,10662.185
12,10679.955
13,10690.16
14,10697.1575
15,10705.4475
