B,CostC_S15000
0,2026.695
1,1340.91
2,1162.415
3,1125.84
4,1111.425
5,1110.72
6,1108.26
7,1105.11
8,1107.875
9,1109.41
10,1107.52
11,1107.425
12,1108.31
13,1109.455
14,1108.05
15,1106.4675
