B,CostC_S30000
0,11126.535
1,9155.11
2,8161.106
3,7879.99
4,7775.93
5,7728.99
6,7751.26
7,7722.89
8,7709.395
9,7728.09
10,7742.915
11,7741.695
12,7725.805
13,7735.2825
14,7743.32
15,7766.255
