B,CostU_S10000
0,1042.2
1,407.916
2,407.916
3,422.37
4,410.0675
5,407.916
6,404.755
7,404.7675
8,404.1575
9,404.445
10,405.1675
11,408.3325
12,404.1575
13,403.165
14,404.2825
15,403.75
