B,CostU_S45000
0,326955.9125
1,280253.6
2,280299.41
3,176132.1825
4,142138.1725
5,128657.38
6,131793.4125
7,135978.3225
8,127640.395
9,131012.6075
10,126383.67
11,129061.4675
12,126394.08
13,128653.2325
14,127273.9425
15,128958.1075
