B,CostU_S32768
0,74387.925
1,68397.95
2,38086.185
3,37900.5975
4,30383.3325
5,30708.3
6,28085.32
7,28249.595
8,27312.79
9,27430.955
10,27068.815
11,27125.0725
12,26943.7375
13,26970.29
14,26870.2175
15,26972.315
x
