B,CostC_S32768
0,28388.12
1,16140.05
2,12951.3
3,11806.74
4,11308.11
5,11033.18
6,10913.06
7,10854.852
8,10768.78
9,10775.1
10,10767.15
11,10741.67
12,10743.11
13,10738.345
14,10734.4325
15,10735.6275
