B,CostC_S40000
0,51692.04
1,32703.2
2,27845.22
3,26255.12
4,25746.86
5,25560.048
6,25546.36
7,25561.96
8,25701.36
9,25811.472
10,25894.828
11,26037.82
12,26108.04
13,26245.7825
14,26340.9475
15,26448.8125

x
