B,CostC_S45000
0,77005.06
1,51670.5
2,46110.18
3,45022.34
4,45360.14
5,46161.6
6,47078.32
7,48073.5
8,49103.14
9,49943.32
10,50855.96
11,51815.98
12,52422.8
13,53215.7125
14,53858.245
15,54404.5925
