B,CostC_S49152
0,108221.24
1,75016.4
2,69024.98
3,69807.38
4,72439.8325
5,75776.84
6,79560.46
7,83209.9
8,86725.34
9,90474.04
10,94070.12
11,97503.22
12,101256.26
13,104340.63
14,107792.2925
15,110999.6475
