B,CostC_S30000
0,22253.07
1,12065.25
2,9509.392
3,8616.83
4,8214.69
5,8007.86
6,7937.14
7,7847.9
8,7794.57
9,7788.07
10,7786.58
11,7773.08
12,7748.17
13,7752.0175
14,7743.2175
15,7776.12
