B,CostU_S55000
0,2762517
1,1646776
2,1646157.86
3,3506459.11
4,776150.38
5,774196.3125
6,673035.245
7,684632.7
8,622624
9,637059.08
10,595913.81
11,610023.7
12,580665.315
13,595115.7425
14,573224.335
15,586709.7475
