B,CostU_S15000
0,8102.85
1,5643.63
2,2186.3325
3,1905.325
4,1610.875
5,1582.165
6,1542.58
7,1543.575
8,1540.73
9,1542.555
10,1532.0175
11,1534.56
12,1540.02
13,1533.645
14,1537.53
15,1534.485
x
