B,CostU_S45000
0,653911.825
1,472354.1
2,472436.535
3,255498.2575
4,189659.2725
5,174962.0925
6,160894.625
7,163413.1475
8,146928.77
9,149494.8575
10,140047.9075
11,142276.78
12,136560.7925
13,138592.9075
14,135221.78
15,136742.4825
