B,CostU_S50000
0,1248069.5
1,845980
2,845812.0525
3,483440.92
4,371170.36
5,373352.6475
6,317968.4625
7,324340.245
8,292450.89
9,298865.795
10,278926.145
11,285366.8275
12,271296.1225
13,276839.2725
14,268277.8675
15,273010.495
