B,CostU_S49152
0,1111410.025
1,763510
2,764037.39
3,433012.835
4,330261.1325
5,332316.575
6,282180.68
7,287900.12
8,259115.1875
9,265586.3475
10,247194.8975
11,252810.6975
12,241142.2025
13,245507.7
14,237954.77
15,242127.0825
