B,CostC_S60000
0,422646.575
1,260365.4
2,231192
3,235213
4,249553
5,268246.5
6,288758.5
7,310373.5
8,332692.5
9,355274.5
10,378095
11,401078.5
12,425324
13,447733.585
14,471545.195
15,494268.95
