B,CostC_S55000
0,229681.1875
1,148237.8
2,135553.3
3,139054.2
4,147538.4
5,158252.5
6,169870.15
7,182529.1
8,195835.55
9,209460.95
10,222524.75
11,236468.9
12,250666.55
13,265079.3925
14,279279.2275
15,293532.04
