B,CostC_S49152
0,135276.55
1,85784.8
2,76508.75
3,75791.65
4,77520.5
5,80239.45
6,83575.9
7,86865.5
8,90078.3
9,93594.55
10,88222.86
11,92008.96
12,96050.08
13,99407.695
14,103082.8175
15,106496.0725
x
