B,CostC_S15000
0,5066.7375
1,1750.305
2,1266.5825
3,1158.645
4,1122.6375
5,1114.68
6,1107.83
7,1109.71
8,1108.0775
9,1109.5
10,1107.58
11,1107.4625
12,1108.325
13,1109.4625
14,1108.05
15,1106.4675
