B,CostC_S30000
0,27816.3375
1,13520.32
2,10183.535
3,8985.25
4,8434.07
5,8147.295
6,8030.08
7,7910.405
8,7837.1575
9,7818.06
10,7808.4125
11,7788.7725
12,7759.3525
13,7760.385
14,7761.8225
15,7781.0525
