B,CostC_S50000
0,229681.1875
1,92551.5
2,83158.8
3,82934.6
4,85397.5
5,88907.3
6,92855.2
7,97253.2
8,101686.1
9,10844.875
10,110728
11,115004.5
12,119411.95
13,123469.6025
14,128312.06
15,132025.5625
