B,CostC_S20000
0,9944.8375
1,3909.65
2,2802.71
3,2486.955
4,2382.5625
5,2333.8575
6,2311.4675
7,2304.4575
8,2301.775
9,2304.3525
10,2296.205
11,2302.075
12,2303
13,2295.6875
14,2300.6225
15,2301.25
