B,CostC_S50000
0,290825.475
1,150897
2,124225
3,116202.4
4,114018.3
5,114330.9
6,115884.3
7,118471
8,121427.8
9,124708.5
10,128248.2
11,131611.2
12,135256.9
13,138606.1775
14,142890.3725
15,146022.1
