B,CostC_S20000
0,19889.675
1,5683.64
2,3381.71
3,2714.03
4,2482.975
5,2380.645
6,2332.805
7,2315.645
8,2307.4
9,2307.615
10,2297.63
11,2302.85
12,2303.4
13,2295.8625
14,2300.785
15,2301.3125
