B,CostC_S49152
0,270553.1
1,139626.8
2,113927.6
3,105713
4,102923.8375
5,102552.5
6,103653.1
7,105143.5
8,106843.1
9,109197.1
10,111611.9
11,113986
12,116874.8
13,119139.435
14,121920.7175
15,124510.3725
