B,CostC_S55000
0,459362.375
1,244115.3
2,205788.3
3,199206.2
4,202307.4
5,209675
6,218937.3
7,230018.2
8,242177.1
9,254915.9
10,267113.5
11,280410.8
12,294221.1
13,308267.53
14,322119.6025
15,336070.915
