B,CostC_S40000
0,129230.1
1,59111.6
2,43431.3
3,36842
4,33513.8
5,31505.22
6,30248.2
7,29359.75
8,28846.95
9,28421.73
10,28101.07
11,27930.4
12,27730.05
13,27667.9775
14,27575.2375
15,27531.7525
