B,CostC_S5000
0,934350
1,138.7275
2,98.46
3,96.5125
4,95.915
5,96.1
6,95.295
7,95.65
8,95.8575
9,95.6025
10,96.23
11,96.155
12,95.28
13,94.5
14,95.0
15,95.9525
