B,CostC_S15000
0,10133.475
1,2432.63
2,1440.195
3,1213.32
4,1141.325
5,1121.28
6,1111.7
7,1106.71
8,1108.415
9,1109.65
10,1107.68
11,1107.525
12,1108.35
13,1109.475
14,1108.05
15,1106.4675
