B,CostU_S30000
0,41507.23
1,41716.92
2,24093.1025
3,24090.2125
4,20114.535
5,20221.2725
6,19080.6775
7,19135.6475
8,18775.49
9,18816.2025
10,18677.2675
11,18688.6825
12,18630.995
13,18581.4025
14,18631.9025
15,18662.605
