B,CostU_S20000
0,8966.57
1,8998.3
2,4985.595
3,4799.2075
4,4291.4125
5,4239.78
6,4142.9675
7,4138.0525
8,4120.32
9,4127.02
10,4117.95
11,4118.5975
12,4121.07
13,4108.355
14,4109.565
15,1534.485
