B,CostU_S39321
0,132379.64
1,128085.7575
2,79064.9325
3,81006.2825
4,66555.0025
5,68626.5725
6,62905.1725
7,64191.755
8,61734.6625
9,62617.3225
10,61401.805
11,62114.7225
12,61471.165
13,61968.9275
14,61721.465
15,62077.933
