B,CostU_S15000
0,3241.14
1,3158.7
2,1762.6125
3,1681.195
4,1563.385
5,1556.44
6,1536.355
7,1540.23
8,1530.785
9,1542
10,1531.7775
11,1534.455
12,1539.945
13,1533.63
14,1537.41
15,1534.485
