1000,3.52,0,3.52
2000,14.2025,0,14.2025
5000,95.28,0,95.28
10000,430.605,0,430.605
15000,1108.3,0.005,1108.3
20000,2302.6,0.08,2302.68
30000,7703.44,11.1825,7714.62
32768,10616.8,31.5775,10648.4
35000,13719.1,64.03,13783.1
39321,23007.7,225.183,23232.9
40000,25026.7,270.335,25297.1
45000,48563.1,964.925,49528
49152,90843.9,2603.09,93447
50000,103567,3168.99,106736
55000,207112,8710.91,215822
60000,339532,17158.4,356690
65530,1110580,70534.5,1181110
65536,1323820,86909.4,1410730
