S,Cluster_size_B5,Cluster_Prob_B5
45875,132,0.00012085
45875,133,8.11768e-05
45875,134,4.08936e-05
45875,135,0.000164795
45875,136,0.000124512
45875,137,4.18091e-05
45875,138,8.42285e-05
45875,139,8.48389e-05
45875,140,0.000128174
45875,141,0.000129089
45875,142,4.3335e-05
45875,143,0.00013092
45875,144,0.000131836
45875,145,8.8501e-05
45875,147,4.48608e-05
45875,149,0.000136414
45875,150,4.57764e-05
45875,151,4.60815e-05
45875,153,4.66919e-05
45875,154,4.69971e-05
45875,155,9.46045e-05
45875,156,4.76074e-05
45875,157,4.79126e-05
45875,158,9.64355e-05
45875,159,4.85229e-05
45875,161,4.91333e-05
45875,162,4.94385e-05
45875,164,5.00488e-05
45875,165,5.0354e-05
45875,166,5.06592e-05
45875,168,5.12695e-05
45875,172,5.24902e-05
45875,179,5.46265e-05
45875,181,5.52368e-05
45875,184,5.61523e-05
45875,185,5.64575e-05
45875,192,5.85937e-05
45875,201,6.13403e-05
45875,209,6.37817e-05
45875,212,6.46973e-05
45875,216,6.5918e-05
45875,223,6.80542e-05
45875,234,7.14111e-05
49152,1,0.0103986
49152,2,0.161947
49152,3,0.0954144
49152,4,0.0683618
49152,5,0.0509613
49152,6,0.0382855
49152,7,0.0301273
49152,8,0.0247827
49152,9,0.0208905
49152,10,0.0183563
49152,11,0.0160294
49152,12,0.0146155
49152,13,0.0138934
49152,14,0.0127191
49152,15,0.0126251
49152,16,0.0113623
49152,17,0.0114447
49152,18,0.0103876
49152,19,0.0108661
49152,20,0.00993042
49152,21,0.00951691
49152,22,0.0096814
49152,23,0.00944061
49152,24,0.00856201
49152,25,0.00842285
49152,26,0.0076886
49152,27,0.00818207
49152,28,0.00738281
49152,29,0.00703583
49152,30,0.00691223
49152,31,0.00708588
49152,32,0.00678711
49152,33,0.0064151
49152,34,0.00554077
49152,35,0.00574646
49152,36,0.00591064
49152,37,0.00521667
49152,38,0.00587952
49152,39,0.00470123
49152,40,0.00506592
49152,41,0.00500488
49152,42,0.00431946
49152,43,0.00414673
49152,44,0.00424316
49152,45,0.00439453
49152,46,0.00346741
49152,47,0.00338501
49152,48,0.00353027
49152,49,0.00384308
49152,50,0.00360107
49152,51,0.0032373
49152,52,0.00325317
49152,53,0.00313782
49152,54,0.00301575
49152,55,0.00334015
49152,56,0.00360596
49152,57,0.00267883
49152,58,0.00270813
49152,59,0.00248474
49152,60,0.00270996
49152,61,0.00284821
49152,62,0.00285706
49152,63,0.00224945
49152,64,0.00220703
49152,65,0.00208282
49152,66,0.00211487
49152,67,0.0016153
49152,68,0.00188843
49152,69,0.00216888
49152,70,0.00215759
49152,71,0.00208008
49152,72,0.00199951
49152,73,0.00204956
49152,74,0.00178406
49152,75,0.00180817
49152,76,0.00162354
49152,77,0.00180939
49152,78,0.00185669
49152,79,0.00132599
49152,80,0.00180664
49152,81,0.00190338
49152,82,0.00170166
49152,83,0.00159576
49152,84,0.00146118
49152,85,0.00101166
49152,86,0.00175842
49152,87,0.00156647
49152,88,0.00134277
49152,89,0.00135803
49152,90,0.00131836
49152,91,0.00138855
49152,92,0.00095459
49152,93,0.000908203
49152,94,0.0016925
49152,95,0.00130463
49152,96,0.00169922
49152,97,0.00115448
49152,98,0.000927124
49152,99,0.00117828
49152,100,0.00140381
49152,101,0.000955505
49152,102,0.00108948
49152,103,0.00106873
49152,104,0.0010791
49152,105,0.000993347
49152,106,0.00155273
49152,107,0.000979614
49152,108,0.00164795
49152,109,0.00133057
49152,110,0.00117493
49152,111,0.00125336
49152,112,0.00119629
49152,113,0.00103455
49152,114,0.00121765
49152,115,0.000947571
49152,116,0.000743408
49152,117,0.00107117
49152,118,0.000540161
49152,119,0.00098053
49152,120,0.00113525
49152,121,0.000960083
49152,122,0.00078186
49152,123,0.000788269
49152,124,0.000718994
49152,125,0.00133514
49152,126,0.000999756
49152,127,0.000620117
49152,128,0.00105469
49152,129,0.000905457
49152,130,0.00115051
49152,131,0.000999451
49152,132,0.00112793
49152,133,0.000568237
49152,134,0.000858765
49152,135,0.000617981
49152,136,0.00074707
49152,137,0.000836182
49152,138,0.000842285
49152,139,0.000466614
49152,140,0.000854492
49152,141,0.000946655
49152,142,0.000390015
49152,143,0.00100372
49152,144,0.000351562
49152,145,0.000619507
49152,146,0.000668335
49152,147,0.000493469
49152,148,0.000316162
49152,149,0.000818481
49152,150,0.000778198
49152,151,0.000552979
49152,152,0.000695801
49152,153,0.000560303
49152,154,0.000563965
49152,155,0.000520325
49152,156,0.000714111
49152,157,0.000718689
49152,158,0.000385742
49152,159,0.000582275
49152,160,0.000878906
49152,161,0.0005896
49152,162,0.000346069
49152,163,0.000198975
49152,164,0.000750732
49152,165,0.00025177
49152,166,0.000557251
49152,167,0.000509644
49152,168,0.000153809
49152,169,0.000257874
49152,170,0.000518799
49152,171,0.000730591
49152,172,0.000314941
49152,173,0.000369568
49152,174,0.000318604
49152,175,0.000320435
49152,176,0.000268555
49152,177,0.000432129
49152,178,0.000488892
49152,179,0.000218506
49152,180,0.000274658
49152,181,0.000331421
49152,182,0.000444336
49152,183,0.000335083
49152,184,0.000224609
49152,185,0.000508118
49152,186,0.000227051
49152,187,0.000342407
49152,188,0.000114746
49152,189,0.000346069
49152,190,0.00017395
49152,191,0.000233154
49152,192,0.000351562
49152,193,0.000235596
49152,194,0.000236816
49152,195,5.95093e-05
49152,196,0.000179443
49152,197,0.000360718
49152,198,0.000181274
49152,199,0.00030365
49152,200,6.10352e-05
49152,202,0.000123291
49152,203,0.000247803
49152,204,0.000124512
49152,205,0.000312805
49152,206,0.000125732
49152,207,0.000315857
49152,208,0.000317383
49152,209,0.000127563
49152,210,6.40869e-05
49152,211,0.000257568
49152,212,0.000323486
49152,213,6.50024e-05
49152,215,0.000328064
49152,216,0.000263672
49152,217,0.000198669
49152,218,0.000266113
49152,219,0.0002005
49152,220,6.71387e-05
49152,221,0.000269775
49152,222,6.7749e-05
49152,223,0.000204163
49152,224,0.000205078
49152,225,0.000205994
49152,226,0.000137939
49152,227,6.92749e-05
49152,228,0.00013916
49152,229,0.000209656
49152,230,7.01904e-05
49152,231,0.000140991
49152,233,0.000213318
49152,234,7.14111e-05
49152,235,0.000215149
49152,236,0.000216064
49152,237,0.000289307
49152,238,0.000145264
49152,239,7.2937e-05
49152,240,7.32422e-05
49152,241,7.35474e-05
49152,242,0.000147705
49152,243,0.000148315
49152,244,7.44629e-05
49152,245,0.000149536
49152,246,7.50732e-05
49152,248,0.000227051
49152,249,7.59888e-05
49152,250,0.000152588
49152,251,0.000153198
49152,255,0.00015564
49152,257,7.84302e-05
49152,258,0.000157471
49152,260,7.93457e-05
49152,261,0.000159302
49152,264,8.05664e-05
49152,266,8.11768e-05
49152,267,0.000162964
49152,269,0.000164185
49152,270,8.23975e-05
49152,271,0.000165405
49152,272,8.30078e-05
49152,273,8.3313e-05
49152,274,8.36182e-05
49152,278,0.000254517
49152,279,0.000255432
49152,281,0.000171509
49152,284,8.66699e-05
49152,286,0.000174561
49152,288,8.78906e-05
49152,289,0.000264587
49152,292,8.91113e-05
49152,294,8.97217e-05
49152,295,9.00269e-05
49152,299,9.12476e-05
49152,301,9.18579e-05
49152,305,9.30786e-05
49152,308,9.39941e-05
49152,310,9.46045e-05
49152,311,9.49097e-05
49152,314,9.58252e-05
49152,316,9.64355e-05
49152,317,0.000193481
49152,321,9.79614e-05
49152,324,9.8877e-05
49152,337,0.000102844
