S,Cluster_size_B3,Cluster_Prob_B3
49152,13,0.0173767
49152,14,0.0169446
49152,15,0.0155594
49152,16,0.014082
49152,17,0.0139557
49152,18,0.0129584
49152,19,0.0120316
49152,20,0.0110779
49152,21,0.0111063
49152,22,0.0102722
49152,23,0.0101285
49152,24,0.00927246
49152,25,0.00910187
49152,26,0.00865662
49152,27,0.00815735
49152,28,0.00716064
49152,29,0.00749603
49152,30,0.00715027
49152,31,0.00602631
49152,32,0.00597656
49152,33,0.00522675
49152,34,0.0050531
49152,35,0.00565033
49152,36,0.00429565
49152,37,0.00466339
49152,38,0.00447632
49152,39,0.00404663
49152,40,0.0041626
49152,41,0.003078
49152,42,0.00376831
49152,43,0.00402863
49152,44,0.00350464
49152,45,0.00274658
49152,46,0.00273743
49152,47,0.00312683
49152,48,0.00270996
49152,49,0.00239258
49152,50,0.00241089
49152,51,0.00245911
49152,52,0.00242798
49152,53,0.00249084
49152,54,0.00252136
49152,55,0.00194702
49152,56,0.0018457
49152,57,0.00189606
49152,58,0.00192932
49152,59,0.0020166
49152,60,0.00150146
49152,61,0.0018988
49152,62,0.00198669
49152,63,0.0018457
49152,64,0.00123047
49152,65,0.00148773
49152,66,0.00124878
49152,67,0.00139038
49152,68,0.00149414
49152,69,0.00136871
49152,70,0.0011322
49152,71,0.00132172
49152,72,0.00098877
49152,73,0.000935669
49152,74,0.00101624
49152,75,0.00125885
49152,76,0.00102051
49152,77,0.000939941
49152,78,0.000856934
49152,79,0.00086792
49152,80,0.000952148
49152,81,0.000840454
49152,82,0.000900879
49152,83,0.000709229
49152,84,0.000897217
49152,85,0.000933838
49152,86,0.00102356
49152,87,0.000584106
49152,88,0.000751953
49152,89,0.000923462
49152,90,0.000521851
49152,91,0.000499878
49152,92,0.000561523
49152,93,0.00085144
49152,94,0.00057373
49152,95,0.000579834
49152,96,0.000878906
49152,97,0.000532837
49152,98,0.00053833
49152,99,0.000392761
49152,100,0.000457764
49152,101,0.000616455
49152,102,0.000529175
49152,103,0.000471497
49152,104,0.000412598
49152,105,0.000640869
49152,106,0.000485229
49152,107,0.000391846
49152,108,0.000461426
49152,109,0.000532227
49152,110,0.000335693
49152,111,0.000406494
49152,112,0.000444336
49152,113,0.000344849
49152,114,0.00038269
49152,115,0.000350952
49152,116,0.000424805
49152,117,0.000357056
49152,118,0.000324097
49152,119,0.000290527
49152,120,0.000366211
49152,121,0.00029541
49152,122,0.00026062
49152,123,0.00022522
49152,124,0.000151367
49152,125,0.000114441
49152,126,0.000307617
49152,127,0.000232544
49152,128,0.000351562
49152,129,0.000236206
49152,130,0.000198364
49152,131,0.000279846
49152,132,0.000241699
49152,133,0.000202942
49152,134,0.000204468
49152,135,0.000247192
49152,136,0.000124512
49152,137,0.000167236
49152,138,4.21143e-05
49152,139,0.000127258
49152,140,0.000170898
49152,141,8.60596e-05
49152,142,0.000130005
49152,143,0.000305481
49152,144,0.000131836
49152,145,8.8501e-05
49152,146,4.45557e-05
49152,147,0.000224304
49152,148,0.000180664
49152,149,4.54712e-05
49152,150,0.000183105
49152,151,4.60815e-05
49152,153,0.000140076
49152,154,0.000187988
49152,155,9.46045e-05
49152,156,4.76074e-05
49152,157,0.000287476
49152,158,9.64355e-05
49152,159,9.70459e-05
49152,160,4.88281e-05
49152,161,4.91333e-05
49152,162,4.94385e-05
49152,164,0.000200195
49152,165,0.000100708
49152,166,5.06592e-05
49152,167,0.000203857
49152,168,5.12695e-05
49152,169,5.15747e-05
49152,170,5.18799e-05
49152,171,5.21851e-05
49152,172,5.24902e-05
49152,174,5.31006e-05
49152,175,5.34058e-05
49152,176,5.37109e-05
49152,177,5.40161e-05
49152,179,5.46265e-05
49152,180,5.49316e-05
49152,181,0.000110474
49152,185,0.000112915
49152,186,5.67627e-05
49152,187,0.000171204
49152,188,5.7373e-05
49152,189,5.76782e-05
49152,191,5.82886e-05
49152,192,5.85937e-05
49152,193,5.88989e-05
49152,195,5.95093e-05
49152,196,5.98145e-05
49152,198,6.04248e-05
49152,200,6.10352e-05
49152,201,6.13403e-05
49152,208,6.34766e-05
49152,211,6.43921e-05
49152,213,6.50024e-05
49152,218,6.65283e-05
49152,224,6.83594e-05
49152,232,7.08008e-05
