S,Cluster_size_B9,Cluster_Prob_B9
45875,201,6.13403e-05
45875,202,6.16455e-05
45875,203,0.000123901
45875,204,0.000249023
45875,205,6.2561e-05
45875,206,6.28662e-05
45875,208,0.000126953
45875,209,0.000191345
45875,211,6.43921e-05
45875,212,0.000194092
45875,215,6.56128e-05
45875,216,0.000131836
45875,217,6.62231e-05
45875,218,0.000133057
45875,219,0.000133667
45875,220,6.71387e-05
45875,221,0.000404663
45875,224,0.000136719
45875,225,6.86646e-05
45875,226,0.000137939
45875,227,6.92749e-05
45875,231,0.000140991
45875,232,7.08008e-05
45875,234,0.000142822
45875,235,7.17163e-05
45875,237,7.23267e-05
45875,238,0.000217896
45875,239,7.2937e-05
45875,243,7.41577e-05
45875,244,7.44629e-05
45875,245,7.47681e-05
45875,246,7.50732e-05
45875,248,7.56836e-05
45875,251,7.65991e-05
45875,257,7.84302e-05
45875,258,7.87354e-05
45875,261,0.000159302
45875,262,0.000159912
45875,265,8.08716e-05
45875,268,0.000163574
45875,270,8.23975e-05
45875,281,8.57544e-05
45875,283,8.63647e-05
45875,304,0.000185547
45875,308,9.39941e-05
45875,312,9.52148e-05
45875,327,9.97925e-05
49152,1,0.0384818
49152,2,0.0448999
49152,3,0.0752197
49152,4,0.0605847
49152,5,0.0481339
49152,6,0.0324719
49152,7,0.0253784
49152,8,0.0197852
49152,9,0.0155154
49152,10,0.0126526
49152,11,0.010477
49152,12,0.00945557
49152,13,0.00843048
49152,14,0.00836121
49152,15,0.0078598
49152,16,0.00777832
49152,17,0.0075589
49152,18,0.00691589
49152,19,0.0073407
49152,20,0.00731812
49152,21,0.00681244
49152,22,0.00697571
49152,23,0.00682251
49152,24,0.00676758
49152,25,0.00672913
49152,26,0.00656189
49152,27,0.00662476
49152,28,0.00699829
49152,29,0.00584106
49152,30,0.00601501
49152,31,0.00606415
49152,32,0.00598633
49152,33,0.00566986
49152,34,0.00626709
49152,35,0.00509491
49152,36,0.00516357
49152,37,0.00587158
49152,38,0.00517212
49152,39,0.00459412
49152,40,0.00566406
49152,41,0.00472961
49152,42,0.00429382
49152,43,0.00528839
49152,44,0.00486084
49152,45,0.00435333
49152,46,0.00440796
49152,47,0.00398743
49152,48,0.00448242
49152,49,0.00432159
49152,50,0.00367737
49152,51,0.00351746
49152,52,0.00384033
49152,53,0.00433472
49152,54,0.00318054
49152,55,0.00392761
49152,56,0.00331543
49152,57,0.00290497
49152,58,0.00318604
49152,59,0.00309692
49152,60,0.00346069
49152,61,0.00327637
49152,62,0.00272461
49152,63,0.00296082
49152,64,0.00322266
49152,65,0.00303497
49152,66,0.0027594
49152,67,0.00206512
49152,68,0.00222046
49152,69,0.0032428
49152,70,0.00256348
49152,71,0.0027301
49152,72,0.00250488
49152,73,0.00325256
49152,74,0.00246155
49152,75,0.00281525
49152,76,0.00252808
49152,77,0.00197388
49152,78,0.00171387
49152,79,0.00188049
49152,80,0.00249023
49152,81,0.00284271
49152,82,0.00172668
49152,83,0.00162109
49152,84,0.00215332
49152,85,0.0022049
49152,86,0.00249329
49152,87,0.00249573
49152,88,0.00241699
49152,89,0.0016568
49152,90,0.00131836
49152,91,0.00194397
49152,92,0.00224609
49152,93,0.0025827
49152,94,0.00197937
49152,95,0.00205841
49152,96,0.00193359
49152,97,0.00171692
49152,98,0.00110657
49152,99,0.00163147
49152,100,0.00170898
49152,101,0.0020343
49152,102,0.00199219
49152,103,0.00163452
49152,104,0.00152344
49152,105,0.0016983
49152,106,0.00132629
49152,107,0.0021225
49152,108,0.00191162
49152,109,0.00123077
49152,110,0.00181274
49152,111,0.00165985
49152,112,0.00112793
49152,113,0.00175873
49152,114,0.00163513
49152,115,0.00171967
49152,116,0.00201782
49152,117,0.00171387
49152,118,0.00126038
49152,119,0.00145264
49152,120,0.00164795
49152,121,0.00173553
49152,122,0.00137756
49152,123,0.00108856
49152,124,0.00132446
49152,125,0.00198364
49152,126,0.000999756
49152,127,0.00158905
49152,128,0.00113281
49152,129,0.00181091
49152,130,0.0014679
49152,131,0.00159912
49152,132,0.00112793
49152,133,0.00150177
49152,134,0.00130859
49152,135,0.00168915
49152,136,0.0010791
49152,137,0.00129608
49152,138,0.00172668
49152,139,0.00165436
49152,140,0.00128174
49152,141,0.00133392
49152,142,0.00117004
49152,143,0.00183289
49152,144,0.00114258
49152,145,0.00159302
49152,146,0.001604
49152,147,0.00121124
49152,148,0.00108398
49152,149,0.00077301
49152,150,0.00123596
49152,151,0.00170502
49152,152,0.000788574
49152,153,0.00144745
49152,154,0.00122192
49152,155,0.00127716
49152,156,0.00161865
49152,157,0.00129364
49152,158,0.00106079
49152,159,0.00111603
49152,160,0.00141602
49152,161,0.00113007
49152,162,0.0012854
49152,163,0.00119385
49152,164,0.000800781
49152,165,0.00135956
49152,166,0.00162109
49152,167,0.00101929
49152,168,0.0011792
49152,169,0.00103149
49152,170,0.0015564
49152,171,0.00135681
49152,172,0.000944824
49152,173,0.0011087
49152,174,0.00111511
49152,175,0.00117493
49152,176,0.0014502
49152,177,0.000918274
49152,178,0.00173828
49152,179,0.000655518
49152,180,0.00126343
49152,181,0.000773315
49152,182,0.000999756
49152,183,0.00145203
49152,184,0.0011792
49152,185,0.000790405
49152,186,0.00147583
49152,187,0.00102722
49152,188,0.000631104
49152,189,0.000519104
49152,190,0.00179749
49152,191,0.00128235
49152,192,0.00117188
49152,193,0.00106018
49152,194,0.000769653
49152,195,0.00119019
49152,196,0.00131592
49152,197,0.000721436
49152,198,0.000966797
49152,199,0.0006073
49152,200,0.000671387
49152,201,0.00116547
49152,202,0.000801392
49152,203,0.00092926
49152,204,0.00118286
49152,205,0.000563049
49152,206,0.000754395
49152,207,0.00107391
49152,208,0.00139648
49152,209,0.000765381
49152,210,0.000512695
49152,211,0.000965881
49152,212,0.00103516
49152,213,0.000910034
49152,214,0.000914307
49152,215,0.000984192
49152,216,0.000791016
49152,217,0.00112579
49152,218,0.00113098
49152,219,0.001203
49152,220,0.000738525
49152,221,0.000944214
49152,222,0.000948486
49152,223,0.000884705
49152,224,0.000751953
49152,225,0.00075531
49152,226,0.00117249
49152,227,0.000900574
49152,228,0.000904541
49152,229,0.000559082
49152,230,0.000772095
49152,231,0.000845947
49152,232,0.00113281
49152,233,0.000639954
49152,234,0.000714111
49152,235,0.000860596
49152,236,0.000792236
49152,237,0.00130188
49152,238,0.000726318
49152,239,0.00072937
49152,240,0.000439453
49152,241,0.000588379
49152,242,0.000812378
49152,243,0.00096405
49152,244,0.00104248
49152,245,0.000523376
49152,246,0.000750732
49152,247,0.000979919
49152,248,0.000454102
49152,249,0.000455933
49152,250,0.000686646
49152,251,0.000689392
49152,252,0.000615234
49152,253,0.000694885
49152,254,0.000697632
49152,255,0.000856018
49152,256,0.000703125
49152,257,0.000862732
49152,258,0.000629883
49152,259,0.000632324
49152,260,0.000714111
49152,261,0.000796509
49152,262,0.000719604
49152,263,0.00064209
49152,264,0.000644531
49152,265,0.000566101
49152,266,0.00121765
49152,267,0.000488892
49152,268,0.000408936
49152,269,0.000574646
49152,270,0.00065918
49152,271,0.000661621
49152,272,0.000332031
49152,273,0.000666504
49152,274,0.000668945
49152,275,0.000587463
49152,276,0.000758057
49152,277,0.000422668
49152,278,0.000678711
49152,279,0.000596008
49152,280,0.000427246
49152,281,0.000686035
49152,282,0.000430298
49152,283,0.000690918
49152,284,0.000606689
49152,285,0.000521851
49152,286,0.000349121
49152,287,0.000350342
49152,288,0.00105469
49152,289,0.000352783
49152,290,0.000442505
49152,291,0.000444031
49152,292,0.000712891
49152,293,0.000447083
49152,294,0.00053833
49152,295,0.000360107
49152,296,0.00045166
49152,297,0.000453186
49152,298,0.000727539
49152,299,0.000273743
49152,300,0.000549316
49152,301,0.000643005
49152,302,0.000737305
49152,303,0.000462341
49152,304,0.000556641
49152,305,0.000465393
49152,306,0.000373535
49152,307,0.000374756
49152,308,0.000657959
49152,309,0.000660095
49152,310,0.000473022
49152,311,0.000379639
49152,312,0.000761719
49152,313,0.00057312
49152,314,0.00019165
49152,315,0.000288391
49152,316,0.000771484
49152,317,0.000580444
49152,318,9.70459e-05
49152,319,0.00116821
49152,321,0.000391846
49152,322,0.0002948
49152,323,0.000295715
49152,324,0.000395508
49152,325,0.000396729
49152,326,0.000198975
49152,327,0.00079834
49152,328,0.000500488
49152,329,0.000301208
49152,330,0.000604248
49152,331,0.000404053
49152,332,0.000202637
49152,333,0.000406494
49152,334,0.000305786
49152,335,0.000408936
49152,336,0.000615234
49152,337,0.000308533
49152,338,0.000206299
49152,339,0.000620728
49152,340,0.000518799
49152,341,0.00062439
49152,342,0.00041748
49152,343,0.000209351
49152,344,0.000314941
49152,345,0.000210571
49152,346,0.000316772
49152,347,0.000423584
49152,348,0.000318604
49152,349,0.000426025
49152,350,0.000320435
49152,351,0.0006427
49152,352,0.000214844
49152,353,0.000215454
49152,354,0.000648193
49152,355,0.000325012
49152,356,0.000760498
49152,357,0.000653687
49152,358,0.000109253
49152,360,0.000439453
49152,361,0.000550842
49152,362,0.000220947
49152,363,0.000332336
49152,364,0.000333252
49152,365,0.000111389
49152,366,0.000111694
49152,368,0.000336914
49152,369,0.00033783
49152,370,0.00022583
49152,371,0.00011322
49152,372,0.000113525
49152,373,0.000341492
49152,374,0.000114136
49152,375,0.000228882
49152,376,0.000114746
49152,377,0.000115051
49152,378,0.000230713
49152,379,0.000231323
49152,380,0.000463867
49152,381,0.000348816
49152,382,0.000233154
49152,383,0.000233765
49152,384,0.000117187
49152,385,0.000117493
49152,386,0.000235596
49152,387,0.000236206
49152,388,0.000473633
49152,389,0.00035614
49152,390,0.000119019
49152,391,0.000238647
49152,392,0.000239258
49152,395,0.000120544
49152,396,0.00012085
49152,397,0.000363464
49152,398,0.00024292
49152,399,0.00024353
49152,401,0.000244751
49152,402,0.000122681
49152,403,0.000122986
49152,404,0.000123291
49152,405,0.000247192
49152,406,0.000247803
49152,408,0.000249023
49152,410,0.000125122
49152,411,0.000125427
49152,412,0.000125732
49152,413,0.000126038
49152,415,0.000126648
49152,416,0.000126953
49152,417,0.000127258
49152,419,0.000127869
49152,421,0.000128479
49152,422,0.000386353
49152,424,0.000129395
49152,426,0.00026001
49152,427,0.00013031
49152,429,0.00013092
49152,433,0.000264282
49152,434,0.000397339
49152,437,0.000266724
49152,438,0.000133667
49152,443,0.000405579
49152,444,0.000406494
49152,446,0.000136108
49152,448,0.000136719
49152,449,0.000137024
49152,452,0.000137939
49152,455,0.000138855
49152,462,0.000140991
49152,463,0.000141296
49152,468,0.000142822
49152,471,0.000143738
49152,472,0.000144043
49152,475,0.000144958
49152,479,0.000146179
49152,480,0.000146484
49152,482,0.000147095
49152,485,0.00014801
49152,486,0.000296631
49152,502,0.000306396
49152,503,0.000153503
49152,504,0.000307617
49152,510,0.000311279
49152,516,0.000157471
49152,517,0.000157776
49152,524,0.000159912
49152,529,0.000161438
49152,531,0.000162048
49152,535,0.000163269
49152,545,0.000332642
49152,549,0.000167542
49152,563,0.000171814
49152,567,0.000173035
49152,570,0.00017395
49152,575,0.000175476
49152,617,0.000188293
49152,626,0.00019104
49152,632,0.000192871
49152,674,0.000205688
49152,698,0.000213013
49152,730,0.000222778
