6554,1,0.813033
6554,2,0.152034
6554,3,0.0276343
6554,4,0.00574341
6554,5,0.00120392
6554,6,0.000269165
6554,7,5.76782e-05
6554,8,2.19727e-05
6554,9,2.74658e-06
13107,1,0.650992
13107,2,0.2271
13107,3,0.0757104
13107,4,0.0274548
13107,5,0.0108032
13107,6,0.00450439
13107,7,0.0019632
13107,8,0.000817871
13107,9,0.000357056
13107,10,0.000192261
13107,11,4.69971e-05
13107,12,3.2959e-05
13107,13,1.19019e-05
13107,14,8.54492e-06
13107,15,4.57764e-06
19661,1,0.512098
19661,2,0.250012
19661,3,0.1128
19661,4,0.0546631
19661,5,0.0293442
19661,6,0.0166553
19661,7,0.00974976
19661,8,0.00571289
19661,9,0.00342773
19661,10,0.0022644
19661,11,0.0014267
19661,12,0.000809326
19661,13,0.000396729
19661,14,0.000217896
19661,15,0.000178528
19661,16,8.30078e-05
19661,17,7.78198e-05
19661,18,2.74658e-05
19661,19,2.89917e-05
19661,20,6.10352e-06
19661,21,6.40869e-06
19661,23,1.40381e-05
26214,1,0.394296
26214,2,0.240946
26214,3,0.129379
26214,4,0.0733484
26214,5,0.046402
26214,6,0.0307928
26214,7,0.0218472
26214,8,0.0163354
26214,9,0.0122882
26214,10,0.00900269
26214,11,0.00671387
26214,12,0.0052002
26214,13,0.00347931
26214,14,0.00284973
26214,15,0.00199585
26214,16,0.00145996
26214,17,0.000985718
26214,18,0.00076355
26214,19,0.000475464
26214,20,0.000445557
26214,21,0.000256348
26214,22,0.000201416
26214,23,0.000133362
26214,24,9.52148e-05
26214,25,9.91821e-05
26214,26,6.34766e-05
26214,27,5.76782e-05
26214,28,8.54492e-06
26214,29,1.77002e-05
26214,30,9.15527e-06
26214,31,9.46045e-06
26214,33,2.01416e-05
26214,34,1.0376e-05
26214,36,1.09863e-05
32768,1,0.294666
32768,2,0.213923
32768,3,0.129577
32768,4,0.0797461
32768,5,0.0538483
32768,6,0.0387524
32768,7,0.0300098
32768,8,0.0248145
32768,9,0.0208548
32768,10,0.0174072
32768,11,0.0150726
32768,12,0.0131799
32768,13,0.0111243
32768,14,0.00923279
32768,15,0.00830383
32768,16,0.00657715
32768,17,0.00554077
32768,18,0.00470764
32768,19,0.00410522
32768,20,0.00308838
32768,21,0.00255707
32768,22,0.00233643
32768,23,0.00183899
32768,24,0.00153076
32768,25,0.00119781
32768,26,0.0010553
32768,27,0.000832214
32768,28,0.000666504
32768,29,0.000725708
32768,30,0.000512695
32768,31,0.00041626
32768,32,0.0003125
32768,33,0.000281982
32768,34,0.000166016
32768,35,0.000267029
32768,36,0.000131836
32768,37,0.000158081
32768,38,0.00013916
32768,39,5.95093e-05
32768,40,4.88281e-05
32768,41,3.75366e-05
32768,42,1.28174e-05
32768,43,5.24902e-05
32768,44,2.68555e-05
32768,45,2.74658e-05
32768,46,1.40381e-05
32768,53,1.61743e-05
32768,66,2.01416e-05
32768,87,2.65503e-05
39321,1,0.206412
39321,2,0.185505
39321,3,0.118871
39321,4,0.0770911
39321,5,0.0518845
39321,6,0.0373627
39321,7,0.0295248
39321,8,0.0246826
39321,9,0.0217749
39321,10,0.0197937
39321,11,0.018688
39321,12,0.0171643
39321,13,0.0163293
39321,14,0.0147015
39321,15,0.0137375
39321,16,0.0125391
39321,17,0.011647
39321,18,0.0107666
39321,19,0.00972382
39321,20,0.00894775
39321,21,0.00846588
39321,22,0.00770752
39321,23,0.00701202
39321,24,0.00620361
39321,25,0.00563049
