S,Cluster_size_B1,Cluster_Prob_B1
6554,1,0.812985
6554,2,0.151835
6554,3,0.0284683
6554,4,0.00540039
6554,5,0.00105591
6554,6,0.000201416
6554,7,4.69971e-05
6554,8,7.32422e-06
13107,1,0.649673
13107,2,0.22925
13107,3,0.0778954
13107,4,0.0272034
13107,5,0.0103493
13107,6,0.00356598
13107,7,0.00132446
13107,8,0.000469971
13107,9,0.000199127
13107,10,5.34058e-05
13107,11,1.67847e-05
19661,1,0.50817
19661,2,0.253999
19661,3,0.119705
19661,4,0.0583405
19661,5,0.0294647
19661,6,0.0148224
19661,7,0.00766373
19661,8,0.00375977
19661,9,0.00198441
19661,10,0.000968933
19661,11,0.000545502
19661,12,0.000292969
19661,13,0.000148773
19661,14,7.47681e-05
19661,15,4.57764e-05
19661,17,1.297e-05
26214,1,0.383986
26214,2,0.249999
26214,3,0.142793
26214,4,0.0841614
26214,5,0.0519028
26214,6,0.0319702
26214,7,0.0203326
26214,8,0.0127686
26214,9,0.00842926
26214,10,0.00502625
26214,11,0.00321259
26214,12,0.00200684
26214,13,0.00132507
26214,14,0.00083313
26214,15,0.000544739
26214,16,0.000268555
26214,17,0.00015564
26214,18,9.33838e-05
26214,19,4.63867e-05
26214,20,6.10352e-05
26214,21,3.20435e-05
26214,22,2.01416e-05
26214,24,7.32422e-06
26214,26,1.58691e-05
26214,27,8.23975e-06
32768,1,0.273373
32768,2,0.232404
32768,3,0.148927
32768,4,0.0983215
32768,5,0.0674477
32768,6,0.0478683
32768,7,0.0345642
32768,8,0.0258911
32768,9,0.0191849
32768,10,0.0145493
32768,11,0.00986099
32768,12,0.00751648
32768,13,0.00524673
32768,14,0.00391998
32768,15,0.00294113
32768,16,0.00230713
32768,17,0.00172501
32768,18,0.00105743
32768,19,0.000971222
32768,20,0.000610352
32768,21,0.000320435
32768,22,0.000268555
32768,23,0.000175476
32768,24,0.000274658
32768,25,5.72205e-05
32768,26,1.98364e-05
32768,27,6.17981e-05
32768,28,6.40869e-05
32768,29,2.21252e-05
32768,31,2.36511e-05
32768,34,2.59399e-05
39321,1,0.170066
39321,2,0.215347
39321,3,0.142307
39321,4,0.100897
39321,5,0.0768127
39321,6,0.0582413
39321,7,0.0458115
39321,8,0.0363281
39321,9,0.0291618
39321,10,0.022522
39321,11,0.0199402
39321,12,0.015802
39321,13,0.0130524
39321,14,0.0100616
39321,15,0.00803375
39321,16,0.00651855
39321,17,0.00564194
39321,18,0.00402374
39321,19,0.00355148
39321,20,0.00289917
39321,21,0.00233917
39321,22,0.00213165
39321,23,0.00138626
39321,24,0.00128174
39321,25,0.00102997
39321,26,0.000971985
39321,27,0.000576782
39321,28,0.000598145
39321,29,0.000486755
39321,30,0.00050354
39321,31,0.000331116
39321,32,0.000317383
39321,33,0.000201416
39321,34,0.0001297
39321,35,0.000213623
39321,36,5.49316e-05
39321,37,0.000141144
39321,39,8.92639e-05
39321,40,3.05176e-05
39321,41,6.2561e-05
39321,42,3.20435e-05
39321,43,3.28064e-05
39321,49,3.7384e-05
45875,1,0.0674278
45875,2,0.214819
45875,3,0.124475
45875,4,0.0931671
45875,5,0.0767059
45875,6,0.0622604
45875,7,0.0506821
45875,8,0.0427795
45875,9,0.0365227
45875,10,0.0316238
45875,11,0.025798
45875,12,0.022879
45875,13,0.019043
45875,14,0.0175919
45875,15,0.0153351
45875,16,0.0134399
45875,17,0.0109207
45875,18,0.00899506
45875,19,0.00710297
45875,20,0.00732422
45875,21,0.00655289
45875,22,0.00595856
45875,23,0.0047905
45875,24,0.00426636
45875,25,0.00366211
45875,26,0.00253906
45875,27,0.00265732
45875,28,0.00228577
45875,29,0.00221252
45875,30,0.00205994
45875,31,0.00184479
45875,32,0.00131836
45875,33,0.0015358
45875,34,0.00108948
45875,35,0.000587463
45875,36,0.00109863
45875,37,0.000733948
45875,38,0.000666809
45875,39,0.000595093
45875,40,0.000793457
45875,41,0.000531769
45875,42,0.000352478
45875,43,0.000590515
45875,44,0.000302124
45875,45,0.000171661
45875,46,0.000350952
45875,47,0.000107574
45875,48,0.000109863
45875,49,0.000112152
45875,50,0.000190735
45875,51,0.00019455
45875,52,0.000198364
45875,54,0.000164795
45875,55,8.39233e-05
45875,56,8.54492e-05
45875,57,4.34875e-05
45875,58,0.000132751
45875,60,4.57764e-05
45875,63,4.80652e-05
45875,71,5.41687e-05
49152,1,0.0166061
49152,2,0.22001
49152,3,0.113937
49152,4,0.08414
49152,5,0.0732689
49152,6,0.062352
49152,7,0.0509758
49152,8,0.0445068
49152,9,0.0393723
49152,10,0.0359726
49152,11,0.0305397
49152,12,0.0252045
49152,13,0.0218597
49152,14,0.0197281
49152,15,0.0175667
49152,16,0.0150757
49152,17,0.0126328
49152,18,0.0123047
49152,19,0.010495
49152,20,0.0100555
49152,21,0.00778656
49152,22,0.00706635
49152,23,0.00629959
49152,24,0.00628052
49152,25,0.00606537
49152,26,0.0044632
49152,27,0.00350189
49152,28,0.00318298
49152,29,0.00305328
49152,30,0.00320435
