S,Cluster_size_B1,Cluster_Prob_B1
49152,31,0.00271988
49152,32,0.00234375
49152,33,0.00244217
49152,34,0.00137482
49152,35,0.00213623
49152,36,0.00197754
49152,37,0.00231476
49152,38,0.00113068
49152,39,0.00113068
49152,40,0.000976562
49152,41,0.000719452
49152,42,0.00105743
49152,43,0.000918579
49152,44,0.000939941
49152,45,0.00075531
49152,46,0.000421143
49152,47,0.000788879
49152,48,0.000842285
49152,49,0.000672913
49152,50,0.000762939
49152,51,0.000544739
49152,52,0.000317383
49152,53,0.000323486
49152,54,0.000288391
49152,55,0.000335693
49152,56,0.000213623
49152,57,0.000391388
49152,58,0.000265503
49152,59,0.000405121
49152,60,0.000183105
49152,61,0.000139618
49152,62,0.000141907
49152,63,0.000192261
49152,64,0.000244141
49152,65,0.000198364
49152,66,0.000201416
49152,68,0.000259399
49152,69,0.000157928
49152,70,0.000106812
49152,71,0.000108337
49152,73,5.56946e-05
49152,74,0.000112915
49152,75,0.000114441
49152,77,0.000117493
49152,79,6.02722e-05
49152,80,6.10352e-05
49152,82,0.000187683
49152,85,6.48499e-05
49152,86,6.56128e-05
49152,87,6.63757e-05
49152,90,6.86646e-05
49152,94,7.17163e-05
