B,CostU_S30000
0,15565.21125
1,26000.72
2,18908.09625
3,19984.00625
4,12284.345
5,18826.54125
6,18417.53375
7,18589.0975
8,18490.15875
9,18572.9525
10,18539.81125
11,18571.33875
12,18559.495
13,18522.69
14,18594.00875
15,18627.6675
